created_at,fan_activation
2026-03-05T09:22:51+00:00,0
2026-03-05T09:27:57+00:00,0
2026-03-05T09:32:45+00:00,0
2026-03-05T09:47:56+00:00,0
2026-03-05T09:52:46+00:00,0
2026-03-05T09:57:38+00:00,0
2026-03-05T10:02:39+00:00,0
2026-03-05T10:07:32+00:00,1
2026-03-05T10:12:42+00:00,1
2026-03-05T10:17:37+00:00,1
2026-03-05T10:22:41+00:00,1
2026-03-05T10:27:46+00:00,1
2026-03-05T10:32:55+00:00,1
2026-03-05T10:38:03+00:00,1
2026-03-05T10:42:33+00:00,1
2026-03-05T10:58:00+00:00,0
2026-03-05T11:02:46+00:00,0
2026-03-05T11:08:19+00:00,0
2026-03-05T11:12:32+00:00,0
2026-03-05T11:22:41+00:00,1
2026-03-05T11:33:10+00:00,0
2026-03-05T11:42:32+00:00,0
2026-03-05T11:47:31+00:00,0
2026-03-05T11:52:45+00:00,0
2026-03-05T11:57:57+00:00,0
2026-03-05T12:02:32+00:00,0
2026-03-05T12:07:52+00:00,0
2026-03-05T12:12:32+00:00,0
2026-03-05T12:17:33+00:00,0
2026-03-05T12:22:34+00:00,0
2026-03-05T12:27:36+00:00,0
2026-03-05T12:38:17+00:00,0
2026-03-05T12:42:38+00:00,0
2026-03-05T12:47:45+00:00,0
2026-03-05T12:52:55+00:00,0
2026-03-05T12:57:32+00:00,0
2026-03-05T13:02:36+00:00,0
2026-03-05T13:07:35+00:00,0
2026-03-05T13:12:34+00:00,0
2026-03-05T13:17:35+00:00,0
2026-03-05T13:22:52+00:00,0
2026-03-05T13:27:32+00:00,0
2026-03-05T13:33:08+00:00,0
2026-03-05T13:38:00+00:00,0
2026-03-05T13:42:56+00:00,0
2026-03-05T13:47:56+00:00,0
2026-03-05T13:52:33+00:00,0
2026-03-05T13:58:05+00:00,0
2026-03-05T14:02:52+00:00,0
2026-03-05T14:07:34+00:00,0
2026-03-05T14:12:34+00:00,0
2026-03-05T14:17:53+00:00,0
2026-03-05T14:22:43+00:00,0
2026-03-05T14:27:33+00:00,0
2026-03-05T14:32:50+00:00,0
2026-03-05T14:37:59+00:00,0
2026-03-05T14:42:37+00:00,0
2026-03-05T14:48:02+00:00,0
2026-03-05T14:52:34+00:00,0
2026-03-05T14:57:31+00:00,0
2026-03-05T15:02:42+00:00,0
2026-03-05T15:07:33+00:00,0
2026-03-05T15:12:35+00:00,0
2026-03-05T15:17:54+00:00,0
2026-03-05T15:22:32+00:00,0
2026-03-05T15:27:36+00:00,0
2026-03-05T15:32:32+00:00,0
2026-03-05T15:37:41+00:00,0
2026-03-05T15:42:33+00:00,0
2026-03-05T15:47:32+00:00,0
2026-03-05T15:52:50+00:00,0
2026-03-05T15:57:45+00:00,0
2026-03-05T16:02:45+00:00,0
2026-03-05T16:07:31+00:00,0
2026-03-05T16:12:46+00:00,0
2026-03-05T16:17:51+00:00,0
2026-03-05T16:22:36+00:00,0
